id , 5BZCAT Name , Source Classification , R.A. (J2000) , Dec. (J2000) , Redshift , Redshift Flag , 1.4 GHz (0.843 MHz) Flux Density (mJy) , 143 GHz Flux Density (mJy) , Optical Magnitude (mag) , 0.1-2.4 keV Flux (10-12 erg cm-2 s-1) , 1-100 GeV Flux (ph cm-2 s-1)
2705 , 5BZQJ1642+2523 , QSO RLoud flat radio sp. , 250.66837 , 25.38547 , 1.725 ,  , 498 ,  , 18.3 , 0.19 , 
2706 , 5BZBJ1642-8108 , BL Lac , 250.73896 , -81.14308 ,  ,  , 192 ,  , 18.1 ,  , 
2707 , 5BZQJ1642+3948 , QSO RLoud flat radio sp. , 250.74504 , 39.81028 , 0.593 ,  , 7099 , 4051 , 15.4 , 2.52 , 3.4e-9
2708 , 5BZBJ1643+3221 , BL Lac , 250.75442 , 32.35111 ,  ,  , 24 ,  , 18.5 ,  , 
2709 , 5BZGJ1643+2131 , BL Lac-galaxy dominated , 250.83033 , 21.51833 , 0.154 ,  , 8 ,  , 18.9 , 0.55 , 
2710 , 5BZGJ1643-0646 , BL Lac-galaxy dominated , 250.8705 , -6.77214 , 0.082 ,  , 29 ,  , 17.5 , 0.94 , 1.2e-9
2711 , 5BZGJ1644+4546 , BL Lac-galaxy dominated , 251.08321 , 45.779 , 0.225 ,  , 183 ,  , 17.2 , 1.61 , 
2712 , 5BZQJ1644-1804 , QSO RLoud flat radio sp. , 251.14896 , -18.07569 , 1.007 ,  , 284 ,  , 18.4 ,  , 
2713 , 5BZQJ1644+2619 , QSO RLoud flat radio sp. , 251.17725 , 26.32033 , 0.144 ,  , 128 ,  , 17.6 , 1.26 , 
2714 , 5BZQJ1645+6330 , QSO RLoud flat radio sp. , 251.49396 , 63.50303 , 2.379 ,  , 218 , 268 , 20.1 ,  , 
2715 , 5BZQJ1646+4059 , QSO RLoud flat radio sp. , 251.73692 , 40.98811 , 0.835 ,  , 261 ,  , 19.6 , 0.35 , 
2716 , 5BZGJ1647+2909 , BL Lac-galaxy dominated , 251.862 , 29.16381 , 0.132 ,  , 390 ,  , 16.1 , 0.43 , 
2717 , 5BZUJ1647+4950 , Blazar Uncertain type , 251.89546 , 49.8335 , 0.047 ,  , 177 , 325 , 15.9 , 0.87 , 1.2e-9
2718 , 5BZQJ1648+4104 , QSO RLoud flat radio sp. , 252.12192 , 41.06822 , 0.852 ,  , 243 ,  , 18.6 , 0.1 , 
2719 , 5BZBJ1649+5235 , BL Lac , 252.35412 , 52.5875 ,  ,  , 50 ,  , 17.3 ,  , 7e-10
2720 , 5BZQJ1650+4140 , QSO RLoud flat radio sp. , 252.52283 , 41.67567 , 0.585 ,  , 232 ,  , 17.7 , 0.57 , 
2721 , 5BZUJ1650-5044 , Blazar Uncertain type , 252.56929 , -50.74672 ,  ,  ,  , 997 ,  ,  , 7e-9
2722 , 5BZQJ1650+0824 , QSO RLoud flat radio sp. , 252.6565 , 8.4145 , 1.965 ,  , 160 ,  , 19.9 ,  , 7e-10
2723 , 5BZBJ1651+0129 , BL Lac , 252.76525 , 1.48986 ,  ,  , 714 , 556 , 21.4 ,  , 
2724 , 5BZBJ1651+4212 , BL Lac , 252.78833 , 42.21483 , 0.269 ,  , 14 ,  , 18.9 ,  , 
2725 , 5BZQJ1651+4002 , QSO RLoud flat radio sp. , 252.90637 , 40.03861 , 2.343 ,  , 43 ,  , 17.4 , 0.17 , 
2726 , 5BZBJ1651+7218 , BL Lac Candidate , 252.9165 , 72.30692 ,  ,  , 20 ,  , 16.6 , 1.41 , 
2727 , 5BZQJ1652+6232 , QSO RLoud flat radio sp. , 253.00633 , 62.53586 , 1.633 ,  , 44 ,  , 19.3 , 0.72 , 
2728 , 5BZUJ1652+4932 , Blazar Uncertain type , 253.088 , 49.54806 ,  ,  , 28 ,  , 18.7 , 0.78 , 
2729 , 5BZBJ1652+3632 , BL Lac , 253.20188 , 36.53683 , 0.648 ,  ?  , 58 ,  , 19.2 ,  , 
2730 , 5BZBJ1652+4023 , BL Lac , 253.20804 , 40.38608 ,  ,  , 19 ,  , 18.4 , 0.27 , 
2731 , 5BZQJ1652+3902 , QSO RLoud flat radio sp. , 253.24379 , 39.04717 , 1.299 ,  , 262 , 466 , 21.2 ,  , 
2732 , 5BZQJ1653+3107 , QSO RLoud flat radio sp. , 253.37462 , 31.13247 , 1.298 ,  , 190 , 210 , 17.5 , 0.24 , 
2733 , 5BZBJ1653+3945 , BL Lac , 253.46758 , 39.76017 , 0.033 ,  , 1558 , 553 , 13.3 , 36.9 , 8.8e-9
2734 , 5BZBJ1655+3244 , BL Lac , 253.92842 , 32.73894 ,  ,  , 38 ,  , 19.6 ,  , 
2735 , 5BZBJ1655+3723 , BL Lac , 253.96762 , 37.38942 ,  ,  , 76 ,  , 20.3 ,  , 
2736 , 5BZQJ1656-3302 , QSO RLoud flat radio sp. , 254.07021 , -33.03642 , 2.4 ,  , 411 ,  , 19.1 , 1.33 , 1e-9
2737 , 5BZQJ1656+1826 , QSO RLoud flat radio sp. , 254.14204 , 18.44067 , 2.551 ,  , 238 ,  , 20.1 ,  , 
2738 , 5BZQJ1656+5321 , QSO RLoud flat radio sp. , 254.16508 , 53.36356 , 1.553 ,  , 94 ,  , 19 , 0.15 , 
2739 , 5BZQJ1656+6012 , QSO RLoud flat radio sp. , 254.20104 , 60.20456 , 0.623 ,  , 292 , 205 , 18.6 , 0.16 , 4e-10
2740 , 5BZUJ1656-0206 , Blazar Uncertain type , 254.23383 , -2.11375 , 2 ,  ?  , 744 ,  , 20 ,  , 
2741 , 5BZQJ1657+5705 , QSO RLoud flat radio sp. , 254.33629 , 57.09819 , 1.281 ,  , 940 ,  , 17.4 , 0.33 , 
2742 , 5BZUJ1657+4808 , Blazar Uncertain type , 254.44533 , 48.14253 , 1.669 ,  , 1036 , 318 , 21.7 , 0.12 , 1.2e-9
2743 , 5BZBJ1657+6436 , BL Lac , 254.49571 , 64.61156 , 0.449 ,  , 5 ,  , 20.6 , 0.15 , 
2744 , 5BZQJ1658+3443 , QSO RLoud flat radio sp. , 254.50592 , 34.72456 , 1.939 ,  , 449 ,  , 18 , 0.04 , 
2745 , 5BZQJ1658+3605 , QSO RLoud flat radio sp. , 254.51092 , 36.08447 , 2.116 ,  , 73 ,  , 18.1 , 0.16 , 
2746 , 5BZQJ1658+4737 , QSO RLoud flat radio sp. , 254.51158 , 47.63033 , 1.61 ,  , 859 , 273 , 17.8 , 0.32 , 
2747 , 5BZBJ1658+6150 , BL Lac , 254.53475 , 61.83389 , 0.374 ,  , 38 ,  , 18.1 ,  , 
2748 , 5BZQJ1658+0741 , QSO RLoud flat radio sp. , 254.53754 , 7.69097 , 0.621 ,  , 1413 , 772 , 19.5 , 0.56 , 
2749 , 5BZQJ1658+0515 , QSO RLoud flat radio sp. , 254.63938 , 5.25456 , 0.879 ,  , 1534 ,  , 15.9 , 1.52 , 
2750 , 5BZQJ1658-0739 , QSO RLoud flat radio sp. , 254.68358 , -7.65492 , 3.742 ,  , 829 ,  , 19.6 , 0.21 , 
2751 , 5BZQJ1659+3735 , QSO RLoud flat radio sp. , 254.88304 , 37.59139 , 0.771 ,  , 19 ,  , 17.6 , 0.22 , 
2752 , 5BZQJ1659+0213 , QSO RLoud flat radio sp. , 254.9375 , 2.21861 , 2.039 ,  , 361 ,  , 18.4 , 0.25 , 
2753 , 5BZQJ1700+6830 , QSO RLoud flat radio sp. , 255.03871 , 68.50194 , 0.301 ,  , 338 , 1162 , 18.4 , 0.15 , 3.8e-9
2754 , 5BZBJ1701+3954a , BL Lac , 255.28704 , 39.91169 ,  ,  , 6 ,  , 19.3 ,  , 
2755 , 5BZQJ1701+3533 , QSO RLoud flat radio sp. , 255.30158 , 35.56486 , 0.501 ,  , 71 ,  , 18.5 , 0.49 , 
2756 , 5BZBJ1701+3954b , BL Lac , 255.35262 , 39.91031 , 0.507 ,  ?  , 190 , 323 , 16.2 ,  , 
2757 , 5BZBJ1702+2643 , BL Lac Candidate , 255.54017 , 26.72075 ,  ,  , 44 ,  , 17.9 ,  , 
2758 , 5BZQJ1702+3157 , QSO RLoud flat radio sp. , 255.63596 , 31.9645 , 1.95 ,  , 35 ,  , 17.6 , 0.21 , 
2759 , 5BZBJ1702+3115 , BL Lac , 255.66062 , 31.26208 ,  ,  , 6 ,  , 18.9 , 0.43 , 
2760 , 5BZQJ1703-6212 , QSO RLoud flat radio sp. , 255.90225 , -62.21111 , 1.747 ,  , 731 , 964 , 17.6 ,  , 3.3e-9
2761 , 5BZQJ1704+0134 , QSO RLoud flat radio sp. , 256.03121 , 1.569 , 2.842 ,  , 284 ,  , 19.4 ,  , 
2762 , 5BZBJ1704+7138 , BL Lac , 256.19575 , 71.63822 ,  ,  , 35 ,  , 18 , 1.17 , 
2763 , 5BZBJ1705+6042 , BL Lac , 256.39508 , 60.70439 , 0.28 ,  , 3 ,  , 18.8 , 0.98 , 
2764 , 5BZUJ1706+3214 , Blazar Uncertain type , 256.70025 , 32.23964 , 1.07 ,  , 133 ,  , 16.3 , 0.3 , 
2765 , 5BZQJ1707+4536 , QSO RLoud flat radio sp. , 256.824 , 45.60292 , 0.645 ,  , 795 ,  , 17.1 , 0.28 , 
2766 , 5BZQJ1707+1122 , QSO RLoud flat radio sp. , 256.88529 , 11.36686 , 2.406 ,  , 109 ,  , 19.8 ,  , 
2767 , 5BZQJ1707+0148 , QSO RLoud flat radio sp. , 256.89342 , 1.81269 , 2.565 ,  , 464 ,  , 18.3 ,  , 
2768 , 5BZQJ1707+1331 , QSO RLoud flat radio sp. , 256.94017 , 13.51811 , 0.936 ,  , 302 ,  , 17 , 1.34 , 
2769 , 5BZQJ1708+0035 , QSO RLoud flat radio sp. , 257.18604 , 0.58597 , 0.449 ,  , 697 ,  , 20.5 ,  , 
2770 , 5BZQJ1709+4318 , QSO RLoud flat radio sp. , 257.42121 , 43.31236 , 1.027 ,  , 143 ,  , 19 , 0.1 , 2.2e-9
2771 , 5BZQJ1710-0355 , QSO RLoud flat radio sp. , 257.57171 , -3.93058 , 1.923 ,  , 441 ,  , 18.7 ,  , 
2772 , 5BZBJ1712+2931 , BL Lac , 258.20296 , 29.52153 , 0.421 ,  ?  , 16 ,  , 17.8 , 0.37 , 
2773 , 5BZQJ1713+4916 , QSO RLoud flat radio sp. , 258.39646 , 49.27569 , 1.552 ,  , 202 ,  , 21 ,  , 
2774 , 5BZBJ1714+5601 , BL Lac , 258.61421 , 56.03222 , 0.401 ,  , 6 ,  , 19.3 , 0.34 , 
2775 , 5BZBJ1714+3036 , BL Lac , 258.68975 , 30.60778 ,  ,  , 2 ,  , 18.6 , 0.25 , 
2776 , 5BZBJ1715+2929 , BL Lac , 258.75567 , 29.48675 ,  ,  , 24 ,  , 19.5 ,  , 
2777 , 5BZQJ1715+3619 , QSO RLoud flat radio sp. , 258.78487 , 36.33058 , 0.555 ,  , 91 ,  , 20.1 , 0.22 , 
2778 , 5BZGJ1715+5724 , BL Lac-galaxy dominated , 258.84579 , 57.41119 , 0.027 ,  , 57 ,  , 8 , 7.37 , 
2779 , 5BZQJ1715+6323 , QSO RLoud flat radio sp. , 258.89983 , 63.39336 , 2.182 ,  , 36 ,  , 18.2 , 0.06 , 
2780 , 5BZQJ1716+2152 , QSO RLoud flat radio sp. , 259.04662 , 21.87047 , 0.358 ,  , 685 ,  , 19.5 , 0.46 , 
2781 , 5BZQJ1716+6836 , QSO RLoud flat radio sp. , 259.05808 , 68.61075 , 0.777 ,  , 489 , 633 , 17.8 , 1.41 , 1.2e-9
2782 , 5BZQJ1716-0452 , QSO RLoud flat radio sp. , 259.11037 , -4.86997 , 1.026 ,  , 510 ,  , 18.7 ,  , 
2783 , 5BZGJ1717+2931 , BL Lac-galaxy dominated , 259.27871 , 29.52253 , 0.276 ,  , 3 ,  , 16.7 , 3.29 , 
2784 , 5BZQJ1717+2621 , QSO RLoud flat radio sp. , 259.31321 , 26.36358 , 1.934 ,  , 84 ,  , 18.5 , 0.17 , 
2785 , 5BZGJ1717+4227 , BL Lac-galaxy dominated , 259.33008 , 42.45 , 0.183 ,  , 134 ,  , 12.8 , 2.03 , 
2786 , 5BZQJ1717-5155 , QSO RLoud flat radio sp. , 259.39438 , -51.92556 , 1.158 ,  ,  ,  , 18.3 ,  , 
2787 , 5BZBJ1717-3342 , BL Lac Candidate , 259.40012 , -33.70244 ,  ,  , 624 , 1907 , 17.3 ,  , 8.7e-9
2788 , 5BZGJ1718+4228 , BL Lac-galaxy dominated , 259.56333 , 42.472 , 0.18 ,  , 108 ,  , 16 , 0.16 , 
2789 , 5BZBJ1719+5524 , BL Lac , 259.75975 , 55.40178 , 0.626 ,  , 2 ,  , 20.8 , 0.26 , 
2790 , 5BZBJ1719+1745 , BL Lac , 259.80438 , 17.75178 ,  ,  , 543 , 467 , 17.3 , 0.36 , 2.2e-9
2791 , 5BZGJ1719+4858 , BL Lac-galaxy dominated , 259.81025 , 48.98042 , 0.024 ,  , 145 ,  , 9.4 , 0.59 , 
2792 , 5BZQJ1719+4804 , QSO RLoud flat radio sp. , 259.90917 , 48.07 , 1.084 ,  , 63 ,  , 14.3 , 1.25 , 
2793 , 5BZBJ1719+7443 , BL Lac Candidate , 259.92083 , 74.71667 ,  ,  , 4 ,  , 19.6 , 0.17 , 
2794 , 5BZQJ1719+0817 , QSO RLoud flat radio sp. , 259.96754 , 8.28433 , 1.185 ,  , 313 ,  , 16.5 ,  , 
2795 , 5BZQJ1721+3542 , QSO RLoud flat radio sp. , 260.28954 , 35.70447 , 0.283 ,  , 819 ,  , 17.9 , 0.72 , 
2796 , 5BZBJ1721+6004 , BL Lac , 260.31913 , 60.06844 , 0.531 ,  , 3 ,  , 19.6 , 0.18 , 
2797 , 5BZQJ1722+5856 , QSO RLoud flat radio sp. , 260.65304 , 58.93953 , 1.979 ,  , 228 ,  , 19.6 , 0.1 , 
2798 , 5BZQJ1722+6105 , QSO RLoud flat radio sp. , 260.66692 , 61.09992 , 2.058 ,  , 154 ,  , 19.1 , 0.12 , 
2799 , 5BZQJ1722+2815 , QSO RLoud flat radio sp. , 260.67567 , 28.25003 , 0.945 ,  , 238 ,  , 18 , 0.4 , 
2800 , 5BZQJ1722+1013 , QSO RLoud flat radio sp. , 260.68575 , 10.22661 , 0.732 ,  , 540 ,  , 19.4 , 0.52 , 2.3e-9
2801 , 5BZQJ1722+5611 , QSO RLoud flat radio sp. , 260.74171 , 56.18953 , 2.269 ,  , 200 ,  , 20.4 ,  , 
2802 , 5BZQJ1723+6547 , QSO RLoud flat radio sp. , 260.80892 , 65.79614 , 1.442 ,  , 239 ,  , 16.9 , 0.07 , 
2803 , 5BZQJ1724+4004 , QSO RLoud flat radio sp. , 261.02262 , 40.07681 , 1.049 ,  , 568 ,  , 21 ,  , 2.1e-9
2804 , 5BZQJ1724+3303 , QSO RLoud flat radio sp. , 261.05917 , 33.05108 , 0.548 ,  , 414 ,  , 19.6 , 0.24 , 
2805 , 5BZBJ1725+1152 , BL Lac , 261.26817 , 11.87089 ,  ,  , 120 ,  , 14.9 , 11.5 , 3.7e-9
2806 , 5BZBJ1725+5851 , BL Lac , 261.39587 , 58.86106 ,  ,  , 76 ,  , 17.6 ,  , 5e-10
2807 , 5BZQJ1726+3213 , QSO RLoud flat radio sp. , 261.64633 , 32.22306 , 1.09 ,  , 126 ,  , 17.6 , 1.14 , 
2808 , 5BZBJ1726+5955 , BL Lac , 261.66837 , 59.93036 ,  ,  , 13 ,  , 20.3 , 0.33 , 
2809 , 5BZGJ1727+5510 , BL Lac-galaxy dominated , 261.84779 , 55.18153 , 0.247 ,  , 144 ,  , 17.2 , 0.95 , 
2810 , 5BZQJ1727+4530 , QSO RLoud flat radio sp. , 261.86521 , 45.51103 , 0.717 ,  , 914 ,  , 18.5 , 0.27 , 1.5e-9
2811 , 5BZQJ1728+1215 , QSO RLoud flat radio sp. , 262.02938 , 12.26097 , 0.583 ,  , 346 ,  , 19.5 ,  , 7e-10
2812 , 5BZBJ1728+5013 , BL Lac , 262.07758 , 50.21958 , 0.055 ,  , 201 ,  , 13.9 , 20.4 , 8e-10
2813 , 5BZQJ1728+0427 , QSO RLoud flat radio sp. , 262.10396 , 4.45136 , 0.293 ,  , 682 , 858 , 17.7 , 0.44 , 1.3e-9
2814 , 5BZQJ1728+3838 , QSO RLoud flat radio sp. , 262.24642 , 38.64067 , 1.386 ,  , 241 ,  , 16.6 , 0.45 , 
2815 , 5BZBJ1729+5255 , BL Lac , 262.32817 , 52.93314 , 0.349 ,  , 16 ,  , 18 , 0.72 , 
2816 , 5BZQJ1730+0024 , QSO RLoud flat radio sp. , 262.64583 , 0.41075 , 1.335 ,  , 214 ,  , 18.7 ,  , 2.2e-9
2817 , 5BZGJ1730+3714 , BL Lac-galaxy dominated , 262.696 , 37.24867 , 0.204 ,  , 102 ,  , 17.4 , 0.5 , 6e-10
2818 , 5BZUJ1731-3003 , Blazar Uncertain type , 262.94529 , -30.05247 ,  ,  , 91 ,  ,  ,  , 3.2e-9
2819 , 5BZQJ1732-7200 , QSO RLoud flat radio sp. , 263.04763 , -72.01114 , 0.62 ,  , 230 ,  , 17.2 ,  , 
2820 , 5BZQJ1732-5553 , QSO RLoud flat radio sp. , 263.11771 , -55.89761 , 2.154 ,  , 172 ,  , 18.5 ,  , 
2821 , 5BZQJ1733-1304 , QSO RLoud flat radio sp. , 263.26129 , -13.08042 , 0.902 ,  , 5990 , 2220 , 17.8 , 1.64 , 3.1e-9
2822 , 5BZGJ1733+4519 , BL Lac-galaxy dominated , 263.37012 , 45.33083 , 0.317 ,  , 34 ,  , 18.4 , 0.38 , 
2823 , 5BZQJ1733-7935 , QSO RLoud flat radio sp. , 263.41958 , -79.59881 , 0.876 ,  , 354 ,  , 17.6 ,  , 
2824 , 5BZQJ1734+3857 , QSO RLoud flat radio sp. , 263.58575 , 38.96428 , 0.976 ,  , 796 , 910 , 19.5 , 0.13 , 3.6e-9
2825 , 5BZUJ1734+0926 , Blazar Uncertain type , 263.74325 , 9.44953 , 0.735 ,  ?  , 1088 ,  , 20.8 ,  , 
2826 , 5BZBJ1735+5650 , BL Lac , 263.79508 , 56.83964 , 0.388 ,  , 47 ,  , 20.1 ,  , 
2827 , 5BZQJ1735+3616 , QSO RLoud flat radio sp. , 263.95038 , 36.27933 , 0.803 ,  , 336 , 377 , 19.8 , 0.44 , 
2828 , 5BZBJ1736+2033 , BL Lac Candidate , 264.02188 , 20.55031 ,  ,  , 25 ,  , 17.9 , 0.17 , 9e-10
2829 , 5BZQJ1736+0631 , QSO RLoud flat radio sp. , 264.11908 , 6.52986 , 2.387 ,  , 49 ,  , 20.1 ,  , 7e-10
2830 , 5BZQJ1737+0621 , QSO RLoud flat radio sp. , 264.30721 , 6.351 , 1.207 ,  , 886 ,  , 19.8 , 0.42 , 7e-10
2831 , 5BZBJ1737+5702 , BL Lac , 264.32975 , 57.03789 ,  ,  , 12 ,  , 20.2 ,  , 
2832 , 5BZQJ1738-5334 , QSO RLoud flat radio sp. , 264.66167 , -53.56944 , 1.721 ,  , 166 ,  , 15.9 , 0.21 , 
2833 , 5BZQJ1738+3224 , QSO RLoud flat radio sp. , 264.66875 , 32.4025 , 0.126 ,  , 161 ,  , 15.8 , 1.13 , 
2834 , 5BZQJ1739+4955 , QSO RLoud flat radio sp. , 264.86412 , 49.91761 , 1.545 ,  , 531 , 446 , 18.2 , 0.26 , 1.2e-9
2835 , 5BZQJ1739+3358 , QSO RLoud flat radio sp. , 264.89733 , 33.96894 , 1.625 ,  , 167 ,  , 19.3 ,  , 
2836 , 5BZBJ1739+4737 , BL Lac , 264.98804 , 47.63289 ,  ,  , 759 , 321 , 18.8 , 0.14 , 6e-10
2837 , 5BZQJ1740+4506 , QSO RLoud flat radio sp. , 265.02654 , 45.114 , 2.788 ,  , 271 ,  , 17.9 , 0.08 , 
2838 , 5BZQJ1740+5211 , QSO RLoud flat radio sp. , 265.15408 , 52.19539 , 1.381 ,  , 807 , 748 , 17.2 , 0.58 , 2.5e-9
2839 , 5BZQJ1740+4348 , QSO RLoud flat radio sp. , 265.20396 , 43.8045 , 2.246 ,  , 111 ,  , 19.3 ,  , 
2840 , 5BZBJ1741+7224 , BL Lac Candidate , 265.34537 , 72.41442 , 0.22 ,  , 88 ,  , 15.8 ,  , 
2841 , 5BZBJ1742+5945 , BL Lac , 265.63333 , 59.75189 ,  ,  , 106 ,  , 17 , 0.16 , 5e-10
2842 , 5BZQJ1743+3747 , QSO RLoud flat radio sp. , 265.94854 , 37.79828 , 1.958 ,  , 212 ,  , 20.1 ,  , 
2843 , 5BZGJ1743+1935 , BL Lac-galaxy dominated , 265.99096 , 19.58583 , 0.084 ,  , 301 ,  , 12.7 , 4.23 , 6e-10
2844 , 5BZQJ1743-0350 , QSO RLoud flat radio sp. , 265.99525 , -3.83461 , 1.057 ,  , 1411 , 1354 , 18.7 , 1.03 , 
2845 , 5BZBJ1744-0518 , BL Lac , 266.08708 , -5.31133 , 0.31 ,  , 197 ,  , 21.6 , 0.05 , 
2846 , 5BZQJ1745+2252 , QSO RLoud flat radio sp. , 266.26946 , 22.88003 , 1.884 ,  , 193 ,  , 20.1 ,  , 3e-10
2847 , 5BZBJ1745-0753 , BL Lac , 266.36292 , -7.88442 ,  ,  , 1182 ,  , 17.3 , 0.28 , 1e-9
2848 , 5BZQJ1745+1720 , QSO RLoud flat radio sp. , 266.39671 , 17.33372 , 1.702 ,  , 1062 ,  , 19.3 ,  , 
2849 , 5BZGJ1745+3951 , BL Lac-galaxy dominated , 266.40658 , 39.85861 , 0.267 ,  , 636 ,  , 15.9 , 0.75 , 
2850 , 5BZBJ1746+5028 , BL Lac Candidate , 266.63487 , 50.46964 ,  ,  , 3 ,  , 19.9 , 0.4 , 
2851 , 5BZBJ1747+4937 , BL Lac , 266.76083 , 49.63306 , 0.46 ,  , 7 ,  , 19.6 , 1.3 , 
2852 , 5BZBJ1747+4658 , BL Lac , 266.86104 , 46.98081 ,  ,  , 305 ,  , 21.2 , 0.17 , 
2853 , 5BZQJ1747+2324 , QSO RLoud flat radio sp. , 266.95862 , 23.41075 , 2.203 ,  , 121 ,  , 17.8 ,  , 3e-10
2854 , 5BZQJ1748+3404 , QSO RLoud flat radio sp. , 267.02425 , 34.067 , 2.763 ,  , 190 ,  , 19.1 ,  , 
2855 , 5BZBJ1748+7005 , BL Lac , 267.13683 , 70.09744 , 0.77 ,  ?  , 735 , 350 , 15.6 , 0.72 , 2.1e-9
2856 , 5BZBJ1749+4321 , BL Lac , 267.2515 , 43.36425 ,  ,  , 279 ,  , 18.1 , 0.18 , 1.3e-9
2857 , 5BZQJ1749-6258 , QSO RLoud flat radio sp. , 267.35712 , -62.97192 , 1.215 ,  , 263 ,  , 17.8 ,  , 
2858 , 5BZGJ1750+4700 , BL Lac-galaxy dominated , 267.52088 , 47.01206 , 0.16 ,  , 99 ,  , 17.2 , 2.03 , 
2859 , 5BZBJ1751+0939 , BL Lac , 267.88675 , 9.65019 , 0.322 ,  , 623 , 2908 , 17 , 1.18 , 4.6e-9
2860 , 5BZQJ1752+1734 , QSO RLoud flat radio sp. , 268.19167 , 17.57233 , 0.505 ,  , 341 ,  , 16.4 , 0.94 , 
2861 , 5BZQJ1753+4409 , QSO RLoud flat radio sp. , 268.34437 , 44.16269 , 0.871 ,  , 766 ,  , 19.6 , 0.36 , 
2862 , 5BZQJ1753+2848 , QSO RLoud flat radio sp. , 268.42696 , 28.80136 , 1.118 ,  , 414 ,  , 20.3 , 0.28 , 
2863 , 5BZBJ1754+3212 , BL Lac , 268.54921 , 32.20644 ,  ,  , 64 ,  , 16.2 , 0.73 , 2.4e-9
2864 , 5BZBJ1754-6423 , BL Lac , 268.675 , -64.39606 ,  ,  , 185 ,  , 17.7 ,  , 5e-10
2865 , 5BZGJ1755+6236 , BL Lac-galaxy dominated , 268.95183 , 62.61225 , 0.027 ,  , 288 ,  , 9.3 , 0.78 , 
2866 , 5BZQJ1756+5748 , QSO RLoud flat radio sp. , 269.01513 , 57.81333 , 2.11 ,  , 742 ,  , 18.5 , 0.16 , 
2867 , 5BZBJ1756+5522 , BL Lac , 269.06621 , 55.37169 ,  ,  , 16 ,  , 16.9 , 6.84 , 5e-10
2868 , 5BZQJ1756+1553 , QSO RLoud flat radio sp. , 269.14054 , 15.8955 , 0.547 ,  , 567 ,  , 18.1 ,  , 
2869 , 5BZBJ1757+7033 , BL Lac , 269.30517 , 70.56039 , 0.407 ,  , 10 ,  , 18 , 4.02 , 
2870 , 5BZGJ1757+5523 , BL Lac-galaxy dominated , 269.36779 , 55.38669 , 0.065 ,  , 79 ,  , 14.8 , 0.09 , 
2871 , 5BZQJ1759+2343 , QSO RLoud flat radio sp. , 269.7515 , 23.72972 , 1.721 ,  , 738 ,  , 15.7 , 0.19 , 
2872 , 5BZBJ1759+7037 , BL Lac Candidate , 269.95421 , 70.62258 ,  ,  , 10 ,  , 18.7 , 1.25 , 
2873 , 5BZQJ1800+3848 , QSO RLoud flat radio sp. , 270.10321 , 38.80853 , 2.092 ,  , 326 ,  , 17.5 , 0.68 , 
2874 , 5BZBJ1800+6126 , BL Lac Candidate , 270.10483 , 61.43708 ,  ,  , 23 ,  , 19.4 ,  , 
2875 , 5BZBJ1800+7828 , BL Lac , 270.19033 , 78.46778 , 0.68 ,  , 2223 , 1319 , 17.1 , 0.79 , 4.4e-9
2876 , 5BZQJ1801+4404 , QSO RLoud flat radio sp. , 270.38463 , 44.07275 , 0.663 ,  , 727 , 620 , 15.7 , 0.68 , 4e-10
2877 , 5BZQJ1802-4925 , QSO RLoud flat radio sp. , 270.541 , -49.41978 , 2.286 ,  , 664 ,  , 17.7 ,  , 
2878 , 5BZGJ1802+4819 , BL Lac-galaxy dominated , 270.63138 , 48.32806 , 0.129 ,  , 20 ,  , 17.2 , 0.26 , 
2879 , 5BZQJ1802-3940 , QSO RLoud flat radio sp. , 270.67783 , -39.66886 , 1.319 ,  , 2273 , 1470 , 17.3 , 0.54 , 1.69e-8
2880 , 5BZQJ1803-6507 , QSO RLoud flat radio sp. , 270.84792 , -65.12689 , 1.198 ,  , 636 , 476 , 16.6 ,  , 
2881 , 5BZQJ1803+0934 , QSO RLoud flat radio sp. , 270.89021 , 9.57386 , 0.683 ,  , 161 ,  , 20.5 ,  , 
2882 , 5BZBJ1803+6548 , BL Lac Candidate , 270.97633 , 65.80697 , 0.085 ,  ?  , 40 ,  , 20 , 0.19 , 
2883 , 5BZQJ1803+0341 , QSO RLoud flat radio sp. , 270.9845 , 3.68544 , 1.42 ,  , 274 , 403 , 17.7 ,  , 1.1e-9
2884 , 5BZGJ1804+0042 , BL Lac-galaxy dominated , 271.037 , 0.70614 , 0.07 ,  ?  , 171 ,  , 16.6 , 5.07 , 
2885 , 5BZQJ1804+0101 , QSO RLoud flat radio sp. , 271.06658 , 1.02567 , 1.522 ,  , 878 ,  , 17.7 ,  , 
2886 , 5BZUJ1804+1755 , Blazar Uncertain type , 271.17725 , 17.93303 , 0.435 ,  , 218 ,  , 17.6 , 0.12 , 
2887 , 5BZBJ1806+6949 , BL Lac , 271.71117 , 69.82447 , 0.046 ,  , 1886 ,  , 11.1 , 1.89 , 3.8e-9
2888 , 5BZQJ1807+2204 , QSO RLoud flat radio sp. , 271.91171 , 22.08233 , 0.798 ,  , 66 ,  , 16.4 , 0.28 , 
2889 , 5BZQJ1807-6413 , QSO RLoud flat radio sp. , 271.97512 , -64.23058 , 1.016 ,  , 95 ,  , 17.5 ,  , 
2890 , 5BZBJ1808+4649 , BL Lac , 272.005 , 46.82806 ,  ,  , 64 ,  , 18.3 , 0.35 , 
