SDSS luminosities of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (8) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The u-band luminosity, L_u, of the galaxy. 
Column 3: The uncertainty of L_u.
Column 4: The sources for the quoted values for L_g and their uncertainties.
Column 5: The g-band luminosity, L_g, of the galaxy.
Column 6: The uncertainty of L_g.
Column 7: The sources for the quoted values for L_g and their uncertainties. 
Column 8: The r-band luminosity, L_r, of the galaxy.
Column 9: The uncertainty of L_r.
Column 10: The sources for the quoted values for L_r and their uncertainties.
Column 11: The i-band luminosity, L_i, of the galaxy.
Column 12: The uncertainty of L_i.
Column 13: The sources for the quoted values for L_i and their uncertainties.
Column 14: The z-band luminosity, L_z, of the galaxy.
Column 15: The uncertainty of L_z.
Column 16: The sources for the quoted values for L_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   L_u    dL_u    s.        L_g    dL_g   s.        L_r    dL_r   s.       L_i    dL_i    s.       L_z    dL_z         s.
       [log(L_sun)]             [log(L_sun)]            [log(L_sun)]           [log(L_sun)]            [log(L_sun)]
-----------------------------------------------------------------------------------------------------------------------------
 639   10.05    0.00       1   10.32    0.00       1   10.43    0.00       1   10.56    0.00       1   10.69    0.01       1
 640    9.35    0.00       1    9.50    0.00       1    9.57    0.00       1    9.67    0.00       1    9.77    0.00       1
 641    9.55    0.00       1    9.78    0.00       1    9.90    0.00       1   10.02    0.00       1   10.11    0.00       1
 642    9.51    0.00       1    9.74    0.00       1    9.86    0.00       1    9.96    0.00       1   10.08    0.00       1
 643    9.25    0.00       1    9.44    0.00       1    9.56    0.00       1    9.64    0.00       1    9.73    0.00       1
 644    9.17    0.00       1    9.37    0.00       1    9.52    0.00       1    9.64    0.00       1    9.76    0.00       1
 645    9.32    0.00       1    9.48    0.00       1    9.58    0.00       1    9.67    0.00       1    9.74    0.00       1
 646    9.58    0.00       1    9.66    0.00       1    9.76    0.00       1    9.86    0.00       1    9.97    0.00       1
 647    9.28    0.00       1    9.46    0.00       1    9.56    0.00       1    9.66    0.00       1    9.76    0.00       1
 648   10.59    0.17    1012   10.85    0.17    1012   10.96    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 649    9.53    0.00       1    9.51    0.00       1    9.61    0.00       1    9.69    0.00       1    9.81    0.00       1
 650    6.60    1.22    1002    6.44    0.68    1002    6.64    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
 651    9.78    0.00       1    9.99    0.00       1   10.11    0.00       1   10.21    0.00       1   10.31    0.00       1
 652    9.39    0.00       1    9.55    0.00       1    9.63    0.00       1    9.72    0.00       1    9.80    0.00       1
 653    9.39    0.17    1012    9.55    0.17    1012    9.64    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 654   10.19    0.17    1012   10.41    0.17    1012   10.53    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 655   10.06    0.17    1012   10.27    0.17    1012   10.39    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 656   10.10    0.00       1   10.39    0.00       1   10.47    0.00       1   10.57    0.00       1   10.64    0.00       1
 657   10.14    0.00       1   10.37    0.00       1   10.49    0.00       1   10.60    0.00       1   10.71    0.00       1
 658    9.60    0.00       1    9.90    0.00       1   10.06    0.00       1   10.18    0.00       1   10.28    0.00       1
 659    9.94    0.00       1   10.08    0.00       1   10.17    0.00       1   10.32    0.00       1   10.34    0.00       1
 660    9.71    0.00       1    9.94    0.00       1   10.06    0.00       1   10.18    0.00       1   10.27    0.00       1
 661   10.21    0.00       1   10.39    0.00       1   10.52    0.00       1   10.64    0.00       1   10.74    0.00       1
 662    9.16    0.00       1    9.35    0.00       1    9.49    0.00       1    9.60    0.00       1    9.70    0.00       1
 663    9.54    0.00       1    9.79    0.00       1    9.91    0.00       1   10.03    0.00       1   10.13    0.00       1
 664    9.70    0.00       1    9.93    0.00       1   10.04    0.00       1   10.15    0.00       1   10.24    0.00       1
 665   10.17    0.00       1   10.41    0.00       1   10.55    0.00       1   10.68    0.00       1   10.80    0.00       1
 666    9.59    0.00       1    9.84    0.00       1    9.96    0.00       1   10.09    0.00       1   10.21    0.00       1
 667    9.66    0.00       1    9.67    0.00       1    9.75    0.00       1    9.82    0.00       1    9.93    0.00       1
 668    4.19    1.22    1002    3.81    0.68    1002    3.89    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
 669    4.05    1.22    1002    3.65    0.68    1002    3.82    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
 670    9.32    0.00       1    9.51    0.00       1    9.60    0.00       1    9.69    0.00       1    9.78    0.00       1
 671   10.15    0.00       1   10.32    0.00       1   10.42    0.00       1   10.51    0.00       1   10.62    0.00       1
 672    9.65    0.00       1    9.87    0.00       1    9.99    0.00       1   10.08    0.00       1   10.20    0.00       1
 673    9.31    0.00       1    9.51    0.00       1    9.63    0.00       1    9.73    0.00       1    9.80    0.00       1
 674    9.42    0.00       1    9.62    0.00       1    9.74    0.00       1    9.82    0.00       1    9.95    0.00       1
 675    9.53    0.00       1    9.62    0.00       1    9.69    0.00       1    9.77    0.00       1    9.87    0.00       1
 676    9.38    0.00       1    9.66    0.00       1    9.80    0.00       1    9.92    0.00       1   10.03    0.00       1
 677    9.49    0.00       1    9.61    0.00       1    9.73    0.00       1    9.83    0.00       1    9.95    0.00       1
 678    9.35    0.00       1    9.48    0.00       1    9.56    0.00       1    9.66    0.00       1    9.73    0.00       1
 679   10.52    0.00       1   10.79    0.00       1   10.94    0.00       1   11.06    0.00       1   11.18    0.00       1
 680    9.25    0.00       1    9.43    0.00       1    9.55    0.00       1    9.64    0.00       1    9.75    0.01       1
 681    9.87    0.00       1   10.12    0.00       1   10.25    0.00       1   10.35    0.00       1   10.47    0.00       1
 682   10.48    0.00       1   10.70    0.00       1   10.81    0.00       1   10.90    0.00       1   11.00    0.00       1
 683    9.34    0.00       1    9.52    0.00       1    9.64    0.00       1    9.73    0.00       1    9.84    0.01       1
 684   10.00    0.17    1002   10.17    0.17    1002   10.28    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 685    9.09    0.00       1    9.20    0.00       1    9.29    0.00       1    9.37    0.00       1    9.47    0.01       1
 686   10.16    0.00       1   10.40    0.00       1   10.56    0.00       1   10.65    0.00       1   10.78    0.00       1
 687    9.29    0.00       1    9.49    0.00       1    9.62    0.00       1    9.71    0.00       1    9.82    0.01       1
 688    9.36    0.00       1    9.56    0.00       1    9.66    0.00       1    9.75    0.00       1    9.87    0.01       1
 689    9.73    0.00       1    9.93    0.00       1   10.06    0.00       1   10.16    0.00       1   10.29    0.00       1
 690    9.43    0.00       1    9.67    0.00       1    9.78    0.00       1    9.87    0.00       1    9.99    0.01       1
 691    9.76    0.00       1   10.02    0.00       1   10.15    0.00       1   10.27    0.00       1   10.38    0.00       1
 692    9.62    0.00       1    9.83    0.00       1    9.94    0.00       1   10.03    0.00       1   10.15    0.00       1
 693    9.21    0.00       1    9.39    0.00       1    9.50    0.00       1    9.57    0.00       1    9.68    0.01       1
 694    9.60    0.00       1    9.80    0.00       1    9.92    0.00       1   10.02    0.00       1   10.14    0.00       1
 695    9.95    0.00       1   10.20    0.00       1   10.33    0.00       1   10.42    0.00       1   10.55    0.00       1
 696    9.15    0.00       1    9.34    0.00       1    9.43    0.00       1    9.51    0.00       1    9.62    0.01       1
 697    9.88    0.00       1   10.11    0.00       1   10.23    0.00       1   10.32    0.00       1   10.43    0.00       1
 698    9.61    0.00       1    9.80    0.00       1    9.92    0.00       1   10.02    0.00       1   10.15    0.00       1
 699    9.31    0.00       1    9.47    0.00       1    9.58    0.00       1    9.66    0.00       1    9.78    0.01       1
 700   10.16    0.00       1   10.40    0.00       1   10.55    0.00       1   10.66    0.00       1   10.79    0.00       1
 701    9.26    0.00       1    9.47    0.00       1    9.53    0.00       1    9.64    0.00       1    9.70    0.01       1
 702    9.65    0.00       1    9.90    0.00       1   10.04    0.00       1   10.14    0.00       1   10.29    0.00       1
 703    9.64    0.00       1    9.80    0.00       1    9.90    0.00       1    9.98    0.00       1   10.08    0.00       1
 704    9.64    0.00       1    9.80    0.00       1    9.90    0.00       1    9.98    0.00       1   10.08    0.00       1
 705    9.74    0.00       1    9.91    0.00       1   10.02    0.00       1   10.12    0.00       1   10.23    0.00       1
 706    9.93    0.00       1   10.16    0.00       1   10.29    0.00       1   10.39    0.00       1   10.52    0.00       1
 707   10.07    0.00       1   10.34    0.00       1   10.47    0.00       1   10.57    0.00       1   10.69    0.00       1
 708   10.54    0.00       1   10.88    0.00       1   11.02    0.00       1   11.13    0.00       1   11.25    0.00       1
 709    9.42    0.00       1    9.66    0.00       1    9.78    0.00       1    9.87    0.00       1    9.99    0.00       1
 710    9.77    0.00       1    9.98    0.00       1   10.09    0.00       1   10.19    0.00       1   10.30    0.00       1
 711    9.34    0.00       1    9.57    0.00       1    9.70    0.00       1    9.79    0.00       1    9.91    0.00       1
 712    9.69    0.00       1    9.88    0.00       1   10.00    0.00       1   10.09    0.00       1   10.19    0.00       1
 713    9.46    0.00       1    9.65    0.00       1    9.75    0.00       1    9.86    0.00       1    9.95    0.00       1
 714    9.85    0.00       1   10.11    0.00       1   10.24    0.00       1   10.35    0.00       1   10.48    0.00       1
 715    9.73    0.00       1    9.99    0.00       1   10.14    0.00       1   10.24    0.00       1   10.37    0.00       1
 716    9.74    0.00       1    9.98    0.00       1   10.09    0.00       1   10.20    0.00       1   10.33    0.00       1
 717    9.64    0.00       1    9.86    0.00       1    9.97    0.00       1   10.08    0.00       1   10.18    0.00       1
 718    9.60    0.00       1    9.79    0.00       1    9.91    0.00       1   10.00    0.00       1   10.12    0.00       1
 719    9.57    0.00       1    9.77    0.00       1    9.90    0.00       1   10.00    0.00       1   10.12    0.00       1
 720    9.98    0.00       1   10.18    0.00       1   10.28    0.00       1   10.36    0.00       1   10.47    0.00       1
 721    9.42    0.00       1    9.67    0.00       1    9.80    0.00       1    9.90    0.00       1   10.04    0.00       1
 722    9.62    0.00       1    9.86    0.00       1    9.97    0.00       1   10.08    0.00       1   10.19    0.00       1
 723    9.42    0.00       1    9.60    0.00       1    9.70    0.00       1    9.79    0.00       1    9.90    0.01       1
 724    9.42    0.00       1    9.60    0.00       1    9.70    0.00       1    9.79    0.00       1    9.90    0.01       1
 725    9.91    0.00       1   10.14    0.00       1   10.27    0.00       1   10.37    0.00       1   10.49    0.00       1
 726    9.79    0.00       1    9.91    0.00       1   10.03    0.00       1   10.14    0.00       1   10.28    0.00       1
 727    9.63    0.00       1    9.89    0.00       1   10.03    0.00       1   10.14    0.00       1   10.25    0.00       1
 728    9.83    0.00       1   10.07    0.00       1   10.21    0.00       1   10.32    0.00       1   10.45    0.00       1
 729   10.41    0.00       1   10.66    0.00       1   10.81    0.00       1   10.91    0.00       1   11.03    0.00       1
 730    9.35    0.00       1    9.56    0.00       1    9.69    0.00       1    9.78    0.00       1    9.90    0.00       1
 731    9.91    0.00       1   10.15    0.00       1   10.26    0.00       1   10.36    0.00       1   10.47    0.00       1
 732    9.23    0.00       1    9.42    0.00       1    9.53    0.00       1    9.62    0.00       1    9.71    0.01       1
 733    9.61    0.00       1    9.77    0.00       1    9.84    0.00       1    9.92    0.00       1   10.03    0.01       1
 734    9.87    0.00       1   10.10    0.00       1   10.25    0.00       1   10.36    0.00       1   10.50    0.00       1
 735    9.43    0.00       1    9.63    0.00       1    9.74    0.00       1    9.83    0.00       1    9.95    0.00       1
 736   10.19    0.00       1   10.44    0.00       1   10.58    0.00       1   10.68    0.00       1   10.80    0.00       1
 737    9.94    0.00       1   10.15    0.00       1   10.29    0.00       1   10.40    0.00       1   10.55    0.00       1
 738    9.50    0.00       1    9.63    0.00       1    9.74    0.00       1    9.83    0.00       1    9.95    0.01       1
 739    9.41    0.00       1    9.67    0.00       1    9.77    0.00       1    9.87    0.00       1    9.97    0.00       1
 740   10.34    0.00       1   10.57    0.00       1   10.71    0.00       1   10.81    0.00       1   10.92    0.00       1
 741   10.05    0.00       1   10.32    0.00       1   10.45    0.00       1   10.55    0.00       1   10.67    0.00       1
 742    9.71    0.00       1    9.91    0.00       1   10.05    0.00       1   10.16    0.00       1   10.29    0.00       1
 743    9.68    0.00       1    9.86    0.00       1    9.98    0.00       1   10.08    0.00       1   10.21    0.00       1
 744    9.68    0.00       1    9.90    0.00       1   10.02    0.00       1   10.12    0.00       1   10.23    0.00       1
 745    9.49    0.00       1    9.70    0.00       1    9.81    0.00       1    9.90    0.00       1   10.02    0.00       1
 746    9.27    0.17    1002    9.38    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 747   10.39    0.00       1   10.64    0.00       1   10.77    0.00       1   10.88    0.00       1   11.00    0.00       1
 748   10.09    0.00       1   10.32    0.00       1   10.44    0.00       1   10.53    0.00       1   10.63    0.00       1
 749   10.07    0.17    1012   10.28    0.17    1012   10.40    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
 750   10.15    0.00       1   10.46    0.00       1   10.61    0.00       1   10.72    0.00       1   10.84    0.00       1
 751    9.59    0.00       1    9.83    0.00       1    9.97    0.00       1   10.07    0.00       1   10.20    0.00       1
 752    9.38    0.00       1    9.56    0.00       1    9.68    0.00       1    9.76    0.00       1    9.88    0.01       1
 753   10.54    0.00       1   10.80    0.00       1   10.93    0.00       1   11.04    0.00       1   11.15    0.00       1
 754    9.35    0.00       1    9.54    0.00       1    9.65    0.00       1    9.74    0.00       1    9.86    0.00       1
 755   10.30    0.00       1   10.56    0.00       1   10.71    0.00       1   10.81    0.00       1   10.92    0.00       1
 756    9.42    0.00       1    9.66    0.00       1    9.79    0.00       1    9.89    0.00       1   10.01    0.00       1
 757    9.75    0.00       1    9.97    0.00       1   10.08    0.00       1   10.18    0.00       1   10.27    0.00       1
 758   10.21    0.00       1   10.49    0.00       1   10.63    0.00       1   10.71    0.00       1   10.86    0.00       1
 759    9.93    0.00       1   10.17    0.00       1   10.29    0.00       1   10.39    0.00       1   10.50    0.00       1
 760    9.54    0.00       1    9.82    0.00       1   10.05    0.00       1   10.23    0.00       1   10.18    0.00       1
 761    9.28    0.00       1    9.47    0.00       1    9.57    0.00       1    9.65    0.00       1    9.76    0.00       1
 762    9.32    0.00       1    9.49    0.00       1    9.60    0.00       1    9.69    0.00       1    9.80    0.01       1
 763    9.68    0.00       1    9.94    0.00       1    9.96    0.00       1   10.20    0.00       1   10.31    0.00       1
 764    9.55    0.00       1    9.79    0.00       1    9.92    0.00       1    9.42    0.00       1   10.14    0.00       1
 765    9.79    0.00       1   10.06    0.00       1   10.19    0.00       1   10.33    0.00       1   10.46    0.00       1
 766    9.83    0.00       1   10.02    0.00       1   10.15    0.00       1   10.25    0.00       1   10.35    0.00       1
