SDSS magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (6) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent u-band magnitude, m_u, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_u.
Column 4: The sources for the quoted values for m_g and their uncertainties.
Column 5: The apparent g-band magnitude, m_g, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_g.
Column 7: The sources for the quoted values for m_g and their uncertainties. 
Column 8: The apparent r-band magnitude, m_r, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_r.
Column 10: The sources for the quoted values for m_r and their uncertainties.
Column 11: The apparent i-band magnitude, m_i, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_i.
Column 13: The sources for the quoted values for m_i and their uncertainties.
Column 14: The apparent z-band magnitude, m_z, of the galaxy. The values are corrected for extinction and redshift. 
Column 15: The uncertainty of m_z.
Column 16: The sources for the quoted values for m_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   m_u      dm_u  s.       m_g      dm_g  s.       m_r      dm_r  s.       m_i      dm_i  s.       m_z      dm_z       s.
       [mag]                   [mag]                   [mag]                   [mag]                   [mag]    
-----------------------------------------------------------------------------------------------------------------------------
 625   -9.99   -9.99       0   -9.99   -9.99       0   20.28    0.43    1034   20.04    0.47    1004   19.95    0.53    1004
 626   -9.99   -9.99       0   -9.99   -9.99       0   22.78    1.25    1034   22.52    1.40    1004   22.51    1.50    1004
 627   -9.99   -9.99       0   -9.99   -9.99       0   20.89    1.25    1034   20.62    1.40    1004   20.55    1.50    1004
 628   -9.99   -9.99       0   -9.99   -9.99       0   18.61    0.43    1034   18.32    0.47    1004   18.18    0.53    1004
 629   -9.99   -9.99       0   -9.99   -9.99       0   20.29    0.43    1034   19.90    0.47    1004   19.80    0.53    1004
 630   -9.99   -9.99       0   -9.99   -9.99       0   21.15    1.25    1034   20.93    1.40    1004   20.86    1.50    1004
 631   -9.99   -9.99       0   -9.99   -9.99       0   22.84    1.25    1034   22.68    1.40    1004   22.67    1.50    1004
 632   -9.99   -9.99       0   -9.99   -9.99       0   21.89    1.25    1034   21.67    1.40    1004   21.63    1.50    1004
 633   12.51    0.43    1012   10.81    0.43    1012   10.19    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 634   12.34    0.00       1   10.47    0.00       1    9.70    0.00       1   12.70    0.01       1    8.99    0.00       1
 635   12.63    0.00       1   10.68    0.00       1    9.97    0.00       1   15.41    0.36       1    9.33    0.00       1
 636   14.99    3.05    1002   14.79    1.70    1002   13.90    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
 637   15.14    0.01       1   13.47    0.00       1   12.77    0.00       1   12.39    0.00       1   12.11    0.00       1
 638   13.20    0.00       1   11.37    0.00       1   10.67    0.00       1   10.33    0.00       1   10.09    0.00       1
 639   13.56    0.00       1   11.64    0.00       1   10.87    0.00       1   10.45    0.00       1   10.11    0.01       1
 640   14.59    0.00       1   12.96    0.00       1   12.29    0.00       1   11.93    0.00       1   11.68    0.00       1
 641   14.85    0.00       1   13.02    0.00       1   12.23    0.00       1   11.84    0.00       1   11.57    0.00       1
 642   15.54    0.01       1   13.72    0.00       1   12.93    0.00       1   12.57    0.00       1   12.26    0.00       1
 643   13.16    0.00       1   11.44    0.00       1   10.64    0.01       1   10.32    0.01       1   10.10    0.00       1
 644   15.56    0.01       1   13.80    0.00       1   12.96    0.00       1   12.54    0.00       1   12.22    0.00       1
 645   15.12    0.01       1   13.45    0.00       1   12.71    0.00       1   12.39    0.00       1   12.19    0.00       1
 646   15.46    0.01       1   13.98    0.00       1   13.26    0.00       1   12.88    0.00       1   12.59    0.00       1
 647   15.64    0.01       1   13.94    0.00       1   13.22    0.00       1   12.86    0.00       1   12.59    0.00       1
 648   12.74    0.43    1012   10.85    0.43    1012   10.07    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 649   14.51    0.01       1   13.29    0.00       1   12.58    0.00       1   12.25    0.00       1   11.93    0.00       1
 650   11.59    3.05    1002   10.71    1.70    1002    9.74    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
 651   14.64    0.00       1   12.84    0.00       1   12.07    0.00       1   11.71    0.00       1   11.43    0.00       1
 652   14.36    0.00       1   12.71    0.00       1   12.02    0.00       1   11.69    0.00       1   11.48    0.00       1
 653   14.62    0.43    1012   12.97    0.43    1012   12.26    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 654   12.55    0.43    1012   10.74    0.43    1012    9.97    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 655   13.16    0.43    1012   11.37    0.43    1012   10.59    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 656   13.28    0.00       1   11.29    0.00       1   10.61    0.00       1   10.26    0.00       1   10.05    0.00       1
 657   13.39    0.00       1   11.56    0.00       1   10.76    0.00       1   10.38    0.00       1   10.09    0.00       1
 658   14.61    0.00       1   12.59    0.00       1   11.73    0.00       1   11.30    0.00       1   11.05    0.00       1
 659   13.34    0.00       1   11.75    0.00       1   11.03    0.00       1   10.55    0.01       1   10.48    0.00       1
 660   14.39    0.00       1   12.55    0.00       1   11.75    0.00       1   11.35    0.00       1   11.10    0.00       1
 661   12.78    0.00       1   11.07    0.00       1   10.25    0.00       1    9.84    0.00       1    9.58    0.00       1
 662   15.67    0.00       1   13.94    0.00       1   13.13    0.00       1   12.72    0.00       1   12.46    0.00       1
 663   15.05    0.00       1   13.17    0.00       1   12.38    0.00       1   11.98    0.00       1   11.70    0.00       1
 664   14.70    0.00       1   12.87    0.00       1   12.10    0.00       1   11.74    0.00       1   11.48    0.00       1
 665   13.33    0.00       1   11.48    0.00       1   10.64    0.00       1   10.22    0.00       1    9.89    0.00       1
 666   15.02    0.00       1   13.13    0.00       1   12.35    0.00       1   11.91    0.00       1   11.61    0.00       1
 667   14.97    0.00       1   13.69    0.00       1   13.01    0.00       1   12.72    0.00       1   12.43    0.00       1
 668   17.25    3.05    1002   16.95    1.70    1002   16.26    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
 669   17.21    3.05    1002   16.95    1.70    1002   16.07    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
 670   16.05    0.01       1   14.31    0.00       1   13.59    0.00       1   13.25    0.00       1   13.01    0.00       1
 671   15.78    0.01       1   14.09    0.00       1   13.37    0.00       1   13.04    0.00       1   12.74    0.00       1
 672   17.03    0.01       1   15.23    0.00       1   14.43    0.00       1   14.11    0.00       1   13.78    0.00       1
 673   14.88    0.00       1   13.11    0.00       1   12.33    0.00       1   11.97    0.00       1   11.77    0.00       1
 674   17.61    0.02       1   15.85    0.00       1   15.07    0.00       1   14.76    0.00       1   14.40    0.00       1
 675   17.33    0.01       1   15.84    0.00       1   15.19    0.00       1   14.89    0.00       1   14.62    0.00       1
 676   17.70    0.01       1   15.75    0.00       1   14.93    0.00       1   14.52    0.00       1   14.21    0.00       1
 677   14.93    0.01       1   13.38    0.00       1   12.61    0.00       1   12.23    0.00       1   11.92    0.00       1
 678   14.79    0.00       1   13.20    0.00       1   12.52    0.00       1   12.17    0.00       1   11.97    0.00       1
 679   15.05    0.01       1   13.12    0.00       1   12.26    0.00       1   11.86    0.00       1   11.54    0.00       1
 680   18.03    0.02       1   16.31    0.00       1   15.55    0.00       1   15.21    0.00       1   14.91    0.01       1
 681   16.49    0.01       1   14.60    0.00       1   13.80    0.00       1   13.44    0.00       1   13.11    0.00       1
 682   14.96    0.01       1   13.15    0.00       1   12.40    0.00       1   12.05    0.00       1   11.78    0.00       1
 683   17.81    0.02       1   16.10    0.00       1   15.32    0.00       1   14.99    0.00       1   14.69    0.01       1
 684   14.09    0.43    1002   12.41    0.43    1002   11.66    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 685   18.42    0.03       1   16.89    0.01       1   16.19    0.00       1   15.88    0.00       1   15.61    0.01       1
 686   15.76    0.01       1   13.90    0.00       1   13.01    0.00       1   12.68    0.00       1   12.34    0.00       1
 687   17.93    0.02       1   16.16    0.00       1   15.36    0.00       1   15.02    0.00       1   14.73    0.01       1
 688   17.76    0.03       1   16.01    0.00       1   15.26    0.00       1   14.92    0.00       1   14.62    0.01       1
 689   16.84    0.01       1   15.07    0.00       1   14.27    0.00       1   13.91    0.00       1   13.56    0.00       1
 690   17.58    0.02       1   15.73    0.00       1   14.96    0.00       1   14.63    0.00       1   14.31    0.01       1
 691   16.77    0.01       1   14.86    0.00       1   14.04    0.00       1   13.63    0.00       1   13.35    0.00       1
 692   17.11    0.01       1   15.33    0.00       1   14.57    0.00       1   14.23    0.00       1   13.91    0.00       1
 693   18.14    0.03       1   16.42    0.00       1   15.68    0.00       1   15.37    0.00       1   15.08    0.01       1
 694   17.17    0.01       1   15.40    0.00       1   14.61    0.00       1   14.25    0.00       1   13.95    0.00       1
 695   16.29    0.01       1   14.41    0.00       1   13.60    0.00       1   13.25    0.00       1   12.90    0.00       1
 696   18.29    0.03       1   16.56    0.00       1   15.84    0.00       1   15.54    0.00       1   15.23    0.01       1
 697   16.66    0.01       1   14.82    0.00       1   14.03    0.00       1   13.70    0.00       1   13.42    0.00       1
 698   17.13    0.01       1   15.40    0.00       1   14.62    0.00       1   14.27    0.00       1   13.91    0.00       1
 699   17.87    0.02       1   16.22    0.00       1   15.47    0.00       1   15.14    0.00       1   14.83    0.01       1
 700   15.68    0.01       1   13.82    0.00       1   12.98    0.00       1   12.59    0.00       1   12.25    0.00       1
 701   18.01    0.03       1   16.21    0.00       1   15.60    0.00       1   15.21    0.00       1   15.04    0.01       1
 702   17.02    0.01       1   15.14    0.00       1   14.31    0.00       1   13.95    0.00       1   13.55    0.00       1
 703   17.05    0.01       1   15.39    0.00       1   14.68    0.00       1   14.35    0.00       1   14.10    0.00       1
 704   17.05    0.01       1   15.39    0.00       1   14.68    0.00       1   14.35    0.00       1   14.10    0.00       1
 705   16.81    0.01       1   15.11    0.00       1   14.37    0.00       1   14.02    0.00       1   13.70    0.00       1
 706   16.32    0.01       1   14.49    0.00       1   13.69    0.00       1   13.33    0.00       1   12.98    0.00       1
 707   16.46    0.01       1   14.53    0.00       1   13.72    0.00       1   13.36    0.00       1   13.05    0.00       1
 708   14.91    0.01       1   12.81    0.00       1   11.99    0.00       1   11.60    0.00       1   11.27    0.00       1
 709   17.61    0.02       1   15.75    0.00       1   14.97    0.00       1   14.64    0.00       1   14.30    0.00       1
 710   16.74    0.01       1   14.95    0.00       1   14.19    0.00       1   13.83    0.00       1   13.53    0.00       1
 711   17.81    0.02       1   15.97    0.00       1   15.16    0.00       1   14.82    0.00       1   14.52    0.00       1
 712   16.93    0.01       1   15.19    0.00       1   14.42    0.00       1   14.09    0.00       1   13.81    0.00       1
 713   14.59    0.00       1   12.85    0.00       1   12.12    0.00       1   11.74    0.00       1   11.49    0.00       1
 714   16.54    0.01       1   14.63    0.00       1   13.82    0.00       1   13.44    0.00       1   13.09    0.00       1
 715   16.82    0.01       1   14.92    0.00       1   14.08    0.00       1   13.70    0.00       1   13.35    0.00       1
 716   16.80    0.01       1   14.94    0.00       1   14.19    0.00       1   13.80    0.00       1   13.47    0.00       1
 717   17.07    0.01       1   15.24    0.00       1   14.49    0.00       1   14.11    0.00       1   13.83    0.00       1
 718   17.16    0.01       1   15.42    0.00       1   14.64    0.00       1   14.31    0.00       1   13.98    0.00       1
 719   17.24    0.01       1   15.47    0.00       1   14.66    0.00       1   14.32    0.00       1   13.99    0.00       1
 720   16.20    0.01       1   14.44    0.00       1   13.72    0.00       1   13.41    0.00       1   13.10    0.00       1
 721   17.61    0.02       1   15.72    0.00       1   14.92    0.00       1   14.55    0.00       1   14.20    0.00       1
 722   17.12    0.01       1   15.25    0.00       1   14.48    0.00       1   14.12    0.00       1   13.81    0.00       1
 723   17.61    0.02       1   15.91    0.00       1   15.17    0.00       1   14.83    0.00       1   14.55    0.01       1
 724   17.61    0.02       1   15.91    0.00       1   15.17    0.00       1   14.83    0.00       1   14.55    0.01       1
 725   16.38    0.01       1   14.56    0.00       1   13.74    0.00       1   13.39    0.00       1   13.06    0.00       1
 726   16.67    0.01       1   15.12    0.00       1   14.34    0.00       1   13.96    0.00       1   13.60    0.00       1
 727   17.08    0.01       1   15.17    0.00       1   14.34    0.00       1   13.97    0.00       1   13.66    0.00       1
 728   16.58    0.01       1   14.73    0.00       1   13.88    0.00       1   13.51    0.00       1   13.17    0.00       1
 729   15.21    0.01       1   13.35    0.00       1   12.49    0.00       1   12.12    0.00       1   11.81    0.00       1
 730   17.77    0.02       1   16.01    0.00       1   15.20    0.00       1   14.87    0.00       1   14.53    0.00       1
 731   16.38    0.01       1   14.53    0.00       1   13.76    0.00       1   13.41    0.00       1   13.11    0.00       1
 732   18.09    0.02       1   16.34    0.00       1   15.60    0.00       1   15.26    0.00       1   15.00    0.01       1
 733   17.73    0.02       1   16.08    0.00       1   15.42    0.00       1   15.12    0.00       1   14.82    0.01       1
 734   16.48    0.01       1   14.64    0.00       1   13.80    0.00       1   13.41    0.00       1   13.04    0.00       1
 735   17.57    0.02       1   15.82    0.00       1   15.07    0.00       1   14.72    0.00       1   14.41    0.00       1
 736   15.67    0.01       1   13.80    0.00       1   12.97    0.00       1   12.61    0.00       1   12.28    0.00       1
 737   16.31    0.01       1   14.52    0.00       1   13.70    0.00       1   13.32    0.00       1   12.90    0.00       1
 738   17.40    0.02       1   15.81    0.00       1   15.06    0.00       1   14.74    0.00       1   14.41    0.01       1
 739   17.64    0.02       1   15.72    0.00       1   14.98    0.00       1   14.64    0.00       1   14.37    0.00       1
 740   15.24    0.01       1   13.39    0.00       1   12.58    0.00       1   12.20    0.00       1   11.91    0.00       1
 741   16.03    0.01       1   14.10    0.00       1   13.28    0.00       1   12.92    0.00       1   12.61    0.00       1
 742   16.88    0.01       1   15.11    0.00       1   14.29    0.00       1   13.90    0.00       1   13.56    0.00       1
 743   16.96    0.02       1   15.24    0.00       1   14.47    0.00       1   14.11    0.00       1   13.76    0.00       1
 744   16.97    0.01       1   15.14    0.00       1   14.37    0.00       1   14.02    0.00       1   13.70    0.00       1
 745   17.43    0.02       1   15.66    0.00       1   14.90    0.00       1   14.56    0.00       1   14.23    0.00       1
 746   16.04    0.43    1002   14.53    0.43    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 747   15.33    0.01       1   13.44    0.00       1   12.63    0.00       1   12.25    0.00       1   11.92    0.00       1
 748   16.25    0.01       1   14.42    0.00       1   13.64    0.00       1   13.32    0.00       1   13.04    0.00       1
 749   13.16    0.43    1012   11.37    0.43    1012   10.61    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
 750   15.78    0.01       1   13.76    0.00       1   12.90    0.00       1   12.52    0.00       1   12.19    0.00       1
 751   17.19    0.02       1   15.31    0.00       1   14.49    0.00       1   14.14    0.00       1   13.78    0.00       1
 752   17.70    0.02       1   15.99    0.00       1   15.22    0.00       1   14.91    0.00       1   14.59    0.01       1
 753   15.22    0.01       1   13.32    0.00       1   12.50    0.00       1   12.13    0.00       1   11.84    0.00       1
 754   17.78    0.02       1   16.06    0.00       1   15.28    0.00       1   14.95    0.00       1   14.63    0.00       1
